comparacao,ANO_ELEICAO_ANALISE,ESFERA,tipo_despesa,variavel,teste,n_grupos_validos,estatistica,p_valor
cristaos_direita_centro_esquerda,2014,federal,Cessao ou locacao de veiculos,pct_despesa_tipo,anova_um_fator,3,2.396471030704446,0.09315260661409078
cristaos_direita_centro_esquerda,2014,federal,Publicidade por materiais impressos,valor_despesa,anova_um_fator,3,4.672638528151717,0.010189354335493221
cristaos_direita_centro_esquerda,2014,federal,Publicidade por materiais impressos,pct_despesa_tipo,anova_um_fator,3,4.320721270407173,0.014309128219823025
cristaos_direita_centro_esquerda,2014,federal,Baixa de Estimaveis - Diversas a especificar,valor_despesa,anova_um_fator,3,0.5631301168482027,0.5701532254115126
cristaos_direita_centro_esquerda,2014,federal,Baixa de Estimaveis - Diversas a especificar,pct_despesa_tipo,anova_um_fator,3,0.38195908798507067,0.6829254035874883
cristaos_direita_centro_esquerda,2014,federal,Combustiveis e lubrificantes,valor_despesa,anova_um_fator,3,3.6765081112508464,0.026706535973176182
cristaos_direita_centro_esquerda,2014,federal,Combustiveis e lubrificantes,pct_despesa_tipo,anova_um_fator,3,0.2871510716095398,0.7506485151063306
cristaos_direita_centro_esquerda,2014,federal,Publicidade por jornais e revistas,valor_despesa,anova_um_fator,3,1.761116250892957,0.17400390127292303
cristaos_direita_centro_esquerda,2014,federal,Publicidade por jornais e revistas,pct_despesa_tipo,anova_um_fator,3,2.289264140303075,0.10348742030147957
cristaos_direita_centro_esquerda,2014,estadual,"Encargos financeiros, taxas bancarias e/ou op. cartao de credito",valor_despesa,anova_um_fator,3,5.136570334778869,0.006151933875233006
cristaos_direita_centro_esquerda,2014,estadual,"Encargos financeiros, taxas bancarias e/ou op. cartao de credito",pct_despesa_tipo,anova_um_fator,3,1.6209813383236498,0.1986114352120054
cristaos_direita_centro_esquerda,2014,estadual,"Producao de jingles, vinhetas e slogans",valor_despesa,anova_um_fator,3,1.5596899976812697,0.21109383222523614
cristaos_direita_centro_esquerda,2014,estadual,"Producao de jingles, vinhetas e slogans",pct_despesa_tipo,anova_um_fator,3,0.8633013811103486,0.42231616304916325
cristaos_direita_centro_esquerda,2014,estadual,Publicidade por materiais impressos,valor_despesa,anova_um_fator,3,5.987580680882057,0.0026697640855854396
cristaos_direita_centro_esquerda,2014,estadual,Publicidade por materiais impressos,pct_despesa_tipo,anova_um_fator,3,3.9383620615520947,0.020010625790385136
cristaos_direita_centro_esquerda,2014,estadual,Servicos prestados por terceiros,valor_despesa,anova_um_fator,3,1.9443325525280226,0.1440271849100592
cristaos_direita_centro_esquerda,2014,estadual,Servicos prestados por terceiros,pct_despesa_tipo,anova_um_fator,3,0.5233574885954637,0.592811254140168
cristaos_direita_centro_esquerda,2014,federal,Baixa de Estimaveis - Publicidade por materiais impressos,valor_despesa,anova_um_fator,3,3.6623305748827364,0.027076786607797443
cristaos_direita_centro_esquerda,2014,federal,Baixa de Estimaveis - Publicidade por materiais impressos,pct_despesa_tipo,anova_um_fator,3,3.845395603987787,0.02266930837352293
cristaos_direita_centro_esquerda,2014,federal,Baixa de Estimaveis - Despesas com pessoal,valor_despesa,anova_um_fator,3,2.4296399804397733,0.0901708130801322
cristaos_direita_centro_esquerda,2014,federal,Baixa de Estimaveis - Despesas com pessoal,pct_despesa_tipo,anova_um_fator,3,0.9296072546886939,0.3960851560388817
cristaos_direita_centro_esquerda,2014,estadual,Alimentacao,valor_despesa,anova_um_fator,3,0.867145716512685,0.4207006327708661
cristaos_direita_centro_esquerda,2014,estadual,Alimentacao,pct_despesa_tipo,anova_um_fator,3,2.397230731402756,0.09188294798981707
cristaos_direita_centro_esquerda,2014,estadual,Baixa de Estimaveis - Cessao ou locacao de veiculos,valor_despesa,anova_um_fator,3,0.6230161891265611,0.5366878756951351
cristaos_direita_centro_esquerda,2014,estadual,Baixa de Estimaveis - Cessao ou locacao de veiculos,pct_despesa_tipo,anova_um_fator,3,0.09106366868037297,0.9129728150702718
cristaos_direita_centro_esquerda,2014,estadual,Baixa de Estimaveis - Combustiveis e lubrificantes,valor_despesa,anova_um_fator,3,0.39115393021626993,0.6764568017651713
cristaos_direita_centro_esquerda,2014,estadual,Baixa de Estimaveis - Combustiveis e lubrificantes,pct_despesa_tipo,anova_um_fator,3,0.4668045265337778,0.6272412866439003
cristaos_direita_centro_esquerda,2014,estadual,Baixa de Estimaveis - Locacao/cessao de bens imoveis,valor_despesa,anova_um_fator,3,0.9475256910365494,0.38830678836636906
cristaos_direita_centro_esquerda,2014,estadual,Baixa de Estimaveis - Locacao/cessao de bens imoveis,pct_despesa_tipo,anova_um_fator,3,0.12959580648379115,0.8784762088028394
cristaos_direita_centro_esquerda,2014,estadual,"Baixa de Estimaveis - Producao de jingles, vinhetas e slogans",valor_despesa,anova_um_fator,3,1.1974407059041778,0.3027218368605085
cristaos_direita_centro_esquerda,2014,estadual,"Baixa de Estimaveis - Producao de jingles, vinhetas e slogans",pct_despesa_tipo,anova_um_fator,3,1.0716790998017853,0.3431195874051236
cristaos_direita_centro_esquerda,2014,estadual,"Baixa de Estimaveis - Producao de programas de radio, televisao ou video",valor_despesa,anova_um_fator,3,1.3806698073946184,0.25224665239307575
cristaos_direita_centro_esquerda,2014,estadual,"Baixa de Estimaveis - Producao de programas de radio, televisao ou video",pct_despesa_tipo,anova_um_fator,3,1.7785770219116712,0.16981094731833826
cristaos_direita_centro_esquerda,2014,estadual,Baixa de Estimaveis - Publicidade por carros de som,valor_despesa,anova_um_fator,3,1.2101513769831236,0.2989143144482241
cristaos_direita_centro_esquerda,2014,estadual,Baixa de Estimaveis - Publicidade por carros de som,pct_despesa_tipo,anova_um_fator,3,2.6036212819666824,0.07488201076661331
cristaos_direita_centro_esquerda,2014,estadual,Baixa de Estimaveis - Publicidade por materiais impressos,valor_despesa,anova_um_fator,3,1.3080630558759567,0.2711506153928223
cristaos_direita_centro_esquerda,2014,estadual,Baixa de Estimaveis - Publicidade por materiais impressos,pct_despesa_tipo,anova_um_fator,3,2.9643646348093875,0.0523864513360291
cristaos_direita_centro_esquerda,2014,estadual,"Baixa de Estimaveis - Publicidade por placas, estandartes e faixas",valor_despesa,anova_um_fator,3,0.07578682086147431,0.9270231123576222
cristaos_direita_centro_esquerda,2014,estadual,"Baixa de Estimaveis - Publicidade por placas, estandartes e faixas",pct_despesa_tipo,anova_um_fator,3,8.97143349588497,0.0001457529206683887
cristaos_direita_centro_esquerda,2014,estadual,Baixa de Estimaveis - Servicos prestados por terceiros,valor_despesa,anova_um_fator,3,2.821529940603253,0.06034344705274348
cristaos_direita_centro_esquerda,2014,estadual,Baixa de Estimaveis - Servicos prestados por terceiros,pct_despesa_tipo,anova_um_fator,3,0.27794446267931944,0.7574411062025732
cristaos_direita_centro_esquerda,2014,estadual,Cessao ou locacao de veiculos,valor_despesa,anova_um_fator,3,2.6302259257815406,0.07293366056535466
cristaos_direita_centro_esquerda,2014,estadual,Cessao ou locacao de veiculos,pct_despesa_tipo,anova_um_fator,3,0.9937534483843519,0.3708228000383724
cristaos_direita_centro_esquerda,2014,estadual,Combustiveis e lubrificantes,valor_despesa,anova_um_fator,3,2.8103969229266976,0.06101238215445821
cristaos_direita_centro_esquerda,2014,estadual,Combustiveis e lubrificantes,pct_despesa_tipo,anova_um_fator,3,0.252144563392386,0.7772187161303421
cristaos_direita_centro_esquerda,2014,estadual,Comicios,valor_despesa,anova_um_fator,3,0.5801078200281187,0.5601670233080259
cristaos_direita_centro_esquerda,2014,estadual,Comicios,pct_despesa_tipo,anova_um_fator,3,0.7857879521494838,0.45625179261012816
cristaos_direita_centro_esquerda,2014,estadual,Despesas com pessoal,valor_despesa,anova_um_fator,3,1.4188383052249949,0.24284534160744015
cristaos_direita_centro_esquerda,2014,estadual,Despesas com pessoal,pct_despesa_tipo,anova_um_fator,3,3.278569934334116,0.03839145648758437
cristaos_direita_centro_esquerda,2014,estadual,Despesas com transporte ou deslocamento,valor_despesa,anova_um_fator,3,1.7309983733166951,0.17803394742632656
cristaos_direita_centro_esquerda,2014,estadual,Despesas com transporte ou deslocamento,pct_despesa_tipo,anova_um_fator,3,0.1813909573640778,0.8341571546795966
