ANO_ELEICAO_ANALISE,ESFERA,tipo_despesa,ELEITO,candidatos,candidatos_com_gasto,gasto_total,gasto_medio,gasto_mediano,pct_medio,pct_mediano
2014,estadual,Cessao ou locacao de veiculos,False,542,41,334094.98,616.4114022140221,0.0,0.012774543963717777,0.0
2014,estadual,Cessao ou locacao de veiculos,True,33,15,222385.61,6738.957878787878,0.0,0.03167673783506122,0.0
2014,estadual,Combustiveis e lubrificantes,False,542,124,738932.05,1363.343265682657,0.0,0.024471762843389207,0.0
2014,estadual,Combustiveis e lubrificantes,True,33,31,479280.15,14523.64090909091,9978.23,0.06175325134976733,0.046151645432861044
2014,estadual,Comicios,False,542,0,0.0,0.0,0.0,0.0,0.0
2014,estadual,Comicios,True,33,4,42500.0,1287.878787878788,0.0,0.0039056942581703704,0.0
2014,estadual,Correspondencias e despesas postais,False,542,21,68996.22,127.29929889298893,0.0,0.0023761735477236244,0.0
2014,estadual,Correspondencias e despesas postais,True,33,5,54128.369999999995,1640.2536363636361,0.0,0.006152209148080269,0.0
2014,estadual,Criacao e inclusao de paginas na internet,False,542,9,108803.71,200.744852398524,0.0,0.0012515817385804413,0.0
2014,estadual,Criacao e inclusao de paginas na internet,True,33,4,8575.0,259.8484848484849,0.0,0.0014259574945275717,0.0
2014,estadual,Despesas com pessoal,False,542,70,1551229.26,2862.046605166052,0.0,0.036775795204783454,0.0
2014,estadual,Despesas com pessoal,True,33,15,561036.8200000001,17001.11575757576,0.0,0.07978055921357068,0.0
2014,estadual,Despesas com transporte ou deslocamento,False,542,11,5976.139999999999,11.026088560885608,0.0,0.00042074365405445394,0.0
2014,estadual,Despesas com transporte ou deslocamento,True,33,5,16780.71,508.50636363636363,0.0,0.0020309276560386935,0.0
2014,estadual,Diversas a especificar,False,542,42,120381.78,222.10660516605165,0.0,0.007437441835492999,0.0
2014,estadual,Diversas a especificar,True,33,12,59512.479999999996,1803.4084848484847,0.0,0.008871638244851345,0.0
2014,estadual,Doacoes financeiras a outros candidatos/comites financeiros/partidos,False,542,2,313.20000000000005,0.577859778597786,0.0,9.308787922033042e-05,0.0
2014,estadual,Doacoes financeiras a outros candidatos/comites financeiros/partidos,True,33,5,73810.1,2236.6696969696973,0.0,0.011421396667292243,0.0
2014,estadual,"Encargos financeiros, taxas bancarias e/ou op. cartao de credito",False,542,176,15505.26,28.60749077490775,0.0,0.004969172908154397,0.0
2014,estadual,"Encargos financeiros, taxas bancarias e/ou op. cartao de credito",True,33,29,5946.71,180.20333333333335,115.0,0.0008669069977302416,0.0006369175014791618
2014,estadual,Encargos sociais,False,542,1,721.38,1.330959409594096,0.0,5.444093304191327e-05,0.0
2014,estadual,Encargos sociais,True,33,0,0.0,0.0,0.0,0.0,0.0
2014,estadual,Energia eletrica,False,542,5,3032.6099999999997,5.595221402214022,0.0,2.9734377028868717e-05,0.0
2014,estadual,Energia eletrica,True,33,6,2411.4300000000003,73.07363636363637,0.0,0.0002498507749449981,0.0
2014,estadual,Eventos de promocao da candidatura,False,542,7,24621.88,45.42782287822878,0.0,0.0004658246437345402,0.0
2014,estadual,Eventos de promocao da candidatura,True,33,6,7155.0,216.8181818181818,0.0,0.0008558963946685387,0.0
2014,estadual,"Impostos, contribuicoes e taxas",False,542,7,187.70000000000002,0.346309963099631,0.0,4.181448120089023e-05,0.0
2014,estadual,"Impostos, contribuicoes e taxas",True,33,1,1234.56,37.41090909090909,0.0,0.00020256480056682702,0.0
2014,estadual,Locacao/cessao de bens imoveis,False,542,33,94964.91,175.21201107011072,0.0,0.003018205252263734,0.0
2014,estadual,Locacao/cessao de bens imoveis,True,33,17,114222.0,3461.2727272727275,1100.0,0.015396695904525344,0.005856088956333682
2014,estadual,Locacao/cessao de bens moveis,False,542,16,295274.0,544.7859778597787,0.0,0.006785424397200582,0.0
2014,estadual,Locacao/cessao de bens moveis,True,33,11,103421.2,3133.9757575757576,0.0,0.014523334107207757,0.0
